m,TagName,
"2020-12-01 00:00:00","c#","5717"
"2020-12-01 00:00:00","c++","4436"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","534"
"2020-12-01 00:00:00","java","7777"
"2020-12-01 00:00:00","javascript","15954"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4781"
"2020-12-01 00:00:00","python","22092"
"2020-12-01 00:00:00","r","4335"
"2020-12-01 00:00:00","ruby","498"
"2020-12-01 00:00:00","swift","2089"
"2021-01-01 00:00:00","assembly","307"
"2021-01-01 00:00:00","c","2558"
"2021-01-01 00:00:00","c#","6170"
"2021-01-01 00:00:00","c++","4091"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","563"
"2021-01-01 00:00:00","java","8000"
"2021-01-01 00:00:00","javascript","16805"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4747"
"2021-01-01 00:00:00","python","22797"
"2021-01-01 00:00:00","r","4336"
"2021-01-01 00:00:00","ruby","522"
"2021-01-01 00:00:00","swift","2304"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2233"
"2021-02-01 00:00:00","c#","5779"
"2021-02-01 00:00:00","c++","4078"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","566"
"2021-02-01 00:00:00","java","7541"
"2021-02-01 00:00:00","javascript","15216"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4377"
"2021-02-01 00:00:00","python","21335"
"2021-02-01 00:00:00","r","4320"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2248"
"2021-03-01 00:00:00","assembly","318"
"2021-03-01 00:00:00","c","2474"
"2021-03-01 00:00:00","c#","6360"
"2021-03-01 00:00:00","c++","4279"
"2021-03-01 00:00:00","delphi","253"
"2021-03-01 00:00:00","go","753"
"2021-03-01 00:00:00","java","8632"
"2021-03-01 00:00:00","javascript","16696"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4738"
"2021-03-01 00:00:00","python","23738"
"2021-03-01 00:00:00","r","5163"
"2021-03-01 00:00:00","ruby","495"
"2021-03-01 00:00:00","swift","2373"
"2021-04-01 00:00:00","assembly","318"
"2021-04-01 00:00:00","c","2291"
"2021-04-01 00:00:00","c#","5873"
"2021-04-01 00:00:00","c++","3917"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","621"
"2021-04-01 00:00:00","java","7888"
"2021-04-01 00:00:00","javascript","15789"
"2021-04-01 00:00:00","perl","136"
"2021-04-01 00:00:00","php","4294"
"2021-04-01 00:00:00","python","22336"
"2021-04-01 00:00:00","r","4790"
"2021-04-01 00:00:00","ruby","516"
"2021-04-01 00:00:00","swift","2105"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2078"
"2021-05-01 00:00:00","c#","5703"
"2021-05-01 00:00:00","c++","4168"
"2021-05-01 00:00:00","delphi","168"
"2021-05-01 00:00:00","go","640"
"2021-05-01 00:00:00","java","7910"
"2021-05-01 00:00:00","javascript","15743"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4254"
"2021-05-01 00:00:00","python","22301"
"2021-05-01 00:00:00","r","4660"
"2021-05-01 00:00:00","ruby","399"
"2021-05-01 00:00:00","swift","1851"
"2021-06-01 00:00:00","assembly","257"
"2021-06-01 00:00:00","c","1860"
"2021-06-01 00:00:00","c#","5602"
"2021-06-01 00:00:00","c++","3803"
"2021-06-01 00:00:00","delphi","125"
"2021-06-01 00:00:00","go","608"
"2021-06-01 00:00:00","java","7547"
"2021-06-01 00:00:00","javascript","14929"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4063"
"2021-06-01 00:00:00","python","20798"
"2021-06-01 00:00:00","r","4273"
"2021-06-01 00:00:00","ruby","418"
"2021-06-01 00:00:00","swift","1780"
"2021-07-01 00:00:00","assembly","184"
"2021-07-01 00:00:00","c","1611"
"2021-07-01 00:00:00","c#","5181"
"2021-07-01 00:00:00","c++","3477"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","602"
"2021-07-01 00:00:00","java","6923"
"2021-07-01 00:00:00","javascript","14695"
"2021-07-01 00:00:00","perl","138"
"2021-07-01 00:00:00","php","3886"
"2021-07-01 00:00:00","python","20495"
"2021-07-01 00:00:00","r","4043"
"2021-07-01 00:00:00","ruby","445"
"2021-07-01 00:00:00","swift","1956"
"2021-08-01 00:00:00","assembly","161"
"2021-08-01 00:00:00","c","1525"
"2021-08-01 00:00:00","c#","5088"
"2021-08-01 00:00:00","c++","3230"
"2021-08-01 00:00:00","delphi","134"
"2021-08-01 00:00:00","go","741"
"2021-08-01 00:00:00","java","6720"
"2021-08-01 00:00:00","javascript","14553"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3858"
"2021-08-01 00:00:00","python","19756"
"2021-08-01 00:00:00","r","4031"
"2021-08-01 00:00:00","ruby","445"
"2021-08-01 00:00:00","swift","1882"
"2021-09-01 00:00:00","assembly","190"
"2021-09-01 00:00:00","c","1700"
"2021-09-01 00:00:00","c#","5030"
"2021-09-01 00:00:00","c++","3576"
"2021-09-01 00:00:00","delphi","134"
"2021-09-01 00:00:00","go","615"
"2021-09-01 00:00:00","java","6579"
"2021-09-01 00:00:00","javascript","14348"
"2021-09-01 00:00:00","perl","112"
"2021-09-01 00:00:00","php","3696"
"2021-09-01 00:00:00","python","18934"
"2021-09-01 00:00:00","r","3895"
"2021-09-01 00:00:00","ruby","444"
"2021-09-01 00:00:00","swift","1615"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2086"
"2021-10-01 00:00:00","c#","5263"
"2021-10-01 00:00:00","c++","3695"
"2021-10-01 00:00:00","delphi","143"
"2021-10-01 00:00:00","go","698"
"2021-10-01 00:00:00","java","6531"
"2021-10-01 00:00:00","javascript","13763"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3584"
"2021-10-01 00:00:00","python","19722"
"2021-10-01 00:00:00","r","4168"
"2021-10-01 00:00:00","ruby","413"
"2021-10-01 00:00:00","swift","1559"
"2021-11-01 00:00:00","assembly","282"
"2021-11-01 00:00:00","c","2199"
"2021-11-01 00:00:00","c#","5564"
"2021-11-01 00:00:00","c++","3793"
"2021-11-01 00:00:00","delphi","139"
"2021-11-01 00:00:00","go","648"
"2021-11-01 00:00:00","java","6882"
"2021-11-01 00:00:00","javascript","13401"
"2021-11-01 00:00:00","perl","77"
"2021-11-01 00:00:00","php","3481"
"2021-11-01 00:00:00","python","19969"
"2021-11-01 00:00:00","r","4020"
"2021-11-01 00:00:00","ruby","392"
"2021-11-01 00:00:00","swift","1529"
"2021-12-01 00:00:00","assembly","264"
"2021-12-01 00:00:00","c","2091"
"2021-12-01 00:00:00","c#","5006"
"2021-12-01 00:00:00","c++","3551"
"2021-12-01 00:00:00","delphi","142"
"2021-12-01 00:00:00","go","716"
"2021-12-01 00:00:00","java","6157"
"2021-12-01 00:00:00","javascript","13016"
"2021-12-01 00:00:00","perl","100"
"2021-12-01 00:00:00","php","3232"
"2021-12-01 00:00:00","python","18943"
"2021-12-01 00:00:00","r","3533"
"2021-12-01 00:00:00","ruby","368"
"2021-12-01 00:00:00","swift","1413"
"2022-01-01 00:00:00","assembly","227"
"2022-01-01 00:00:00","c","1945"
"2022-01-01 00:00:00","c#","5245"
"2022-01-01 00:00:00","c++","3594"
"2022-01-01 00:00:00","delphi","134"
"2022-01-01 00:00:00","go","738"
"2022-01-01 00:00:00","java","6411"
"2022-01-01 00:00:00","javascript","13892"
"2022-01-01 00:00:00","perl","126"
"2022-01-01 00:00:00","php","3373"
"2022-01-01 00:00:00","python","19619"
"2022-01-01 00:00:00","r","3840"
"2022-01-01 00:00:00","ruby","442"
"2022-01-01 00:00:00","swift","1724"
"2022-02-01 00:00:00","assembly","213"
"2022-02-01 00:00:00","c","1671"
"2022-02-01 00:00:00","c#","5073"
"2022-02-01 00:00:00","c++","3181"
"2022-02-01 00:00:00","delphi","166"
"2022-02-01 00:00:00","go","640"
"2022-02-01 00:00:00","java","5896"
"2022-02-01 00:00:00","javascript","12751"
"2022-02-01 00:00:00","perl","96"
"2022-02-01 00:00:00","php","3116"
"2022-02-01 00:00:00","python","19193"
"2022-02-01 00:00:00","r","3910"
"2022-02-01 00:00:00","ruby","404"
"2022-02-01 00:00:00","swift","1596"
"2022-03-01 00:00:00","assembly","233"
"2022-03-01 00:00:00","c","1942"
"2022-03-01 00:00:00","c#","5659"
"2022-03-01 00:00:00","c++","3490"
"2022-03-01 00:00:00","delphi","119"
"2022-03-01 00:00:00","go","756"
"2022-03-01 00:00:00","java","6544"
"2022-03-01 00:00:00","javascript","13536"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3127"
"2022-03-01 00:00:00","python","20656"
"2022-03-01 00:00:00","r","4476"
"2022-03-01 00:00:00","ruby","444"
"2022-03-01 00:00:00","swift","1734"
"2022-04-01 00:00:00","assembly","247"
"2022-04-01 00:00:00","c","1736"
"2022-04-01 00:00:00","c#","5183"
"2022-04-01 00:00:00","c++","3458"
"2022-04-01 00:00:00","delphi","113"
"2022-04-01 00:00:00","go","708"
"2022-04-01 00:00:00","java","6331"
"2022-04-01 00:00:00","javascript","13431"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3179"
"2022-04-01 00:00:00","python","19779"
"2022-04-01 00:00:00","r","4174"
"2022-04-01 00:00:00","ruby","431"
"2022-04-01 00:00:00","swift","1445"
"2022-05-01 00:00:00","assembly","256"
"2022-05-01 00:00:00","c","1763"
"2022-05-01 00:00:00","c#","5478"
"2022-05-01 00:00:00","c++","3513"
"2022-05-01 00:00:00","delphi","119"
"2022-05-01 00:00:00","go","604"
"2022-05-01 00:00:00","java","6446"
"2022-05-01 00:00:00","javascript","13266"
"2022-05-01 00:00:00","perl","91"
"2022-05-01 00:00:00","php","3356"
"2022-05-01 00:00:00","python","19341"
"2022-05-01 00:00:00","r","4133"
"2022-05-01 00:00:00","ruby","436"
"2022-05-01 00:00:00","swift","1454"
"2022-06-01 00:00:00","assembly","237"
"2022-06-01 00:00:00","c","1557"
"2022-06-01 00:00:00","c#","5293"
"2022-06-01 00:00:00","c++","3067"
"2022-06-01 00:00:00","delphi","110"
"2022-06-01 00:00:00","go","675"
"2022-06-01 00:00:00","java","5693"
"2022-06-01 00:00:00","javascript","12572"
"2022-06-01 00:00:00","perl","123"
"2022-06-01 00:00:00","php","3199"
"2022-06-01 00:00:00","python","18707"
"2022-06-01 00:00:00","r","3887"
"2022-06-01 00:00:00","ruby","423"
"2022-06-01 00:00:00","swift","1508"
"2022-07-01 00:00:00","assembly","203"
"2022-07-01 00:00:00","c","1378"
"2022-07-01 00:00:00","c#","5214"
"2022-07-01 00:00:00","c++","2980"
"2022-07-01 00:00:00","delphi","116"
"2022-07-01 00:00:00","go","680"
"2022-07-01 00:00:00","java","5392"
"2022-07-01 00:00:00","javascript","12707"
"2022-07-01 00:00:00","perl","126"
"2022-07-01 00:00:00","php","3089"
"2022-07-01 00:00:00","python","18981"
"2022-07-01 00:00:00","r","3661"
"2022-07-01 00:00:00","ruby","403"
"2022-07-01 00:00:00","swift","1465"
"2022-08-01 00:00:00","assembly","162"
"2022-08-01 00:00:00","c","1430"
"2022-08-01 00:00:00","c#","5474"
"2022-08-01 00:00:00","c++","2941"
"2022-08-01 00:00:00","delphi","115"
"2022-08-01 00:00:00","go","788"
"2022-08-01 00:00:00","java","5289"
"2022-08-01 00:00:00","javascript","13024"
"2022-08-01 00:00:00","perl","116"
"2022-08-01 00:00:00","php","3113"
"2022-08-01 00:00:00","python","18610"
"2022-08-01 00:00:00","r","3783"
"2022-08-01 00:00:00","ruby","424"
"2022-08-01 00:00:00","swift","1479"
"2022-09-01 00:00:00","assembly","173"
"2022-09-01 00:00:00","c","1545"
"2022-09-01 00:00:00","c#","4975"
"2022-09-01 00:00:00","c++","2767"
"2022-09-01 00:00:00","delphi","133"
"2022-09-01 00:00:00","go","785"
"2022-09-01 00:00:00","java","5025"
"2022-09-01 00:00:00","javascript","11858"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","2828"
"2022-09-01 00:00:00","python","17026"
"2022-09-01 00:00:00","r","3537"
"2022-09-01 00:00:00","ruby","399"
"2022-09-01 00:00:00","swift","1489"
"2022-10-01 00:00:00","assembly","224"
"2022-10-01 00:00:00","c","1885"
"2022-10-01 00:00:00","c#","5022"
"2022-10-01 00:00:00","c++","2916"
"2022-10-01 00:00:00","delphi","137"
"2022-10-01 00:00:00","go","681"
"2022-10-01 00:00:00","java","5272"
"2022-10-01 00:00:00","javascript","11599"
"2022-10-01 00:00:00","perl","81"
"2022-10-01 00:00:00","php","2762"
"2022-10-01 00:00:00","python","18461"
"2022-10-01 00:00:00","r","3913"
"2022-10-01 00:00:00","ruby","373"
"2022-10-01 00:00:00","swift","1325"
"2022-11-01 00:00:00","assembly","268"
"2022-11-01 00:00:00","c","1999"
"2022-11-01 00:00:00","c#","5163"
"2022-11-01 00:00:00","c++","2953"
"2022-11-01 00:00:00","delphi","107"
"2022-11-01 00:00:00","go","694"
"2022-11-01 00:00:00","java","5392"
"2022-11-01 00:00:00","javascript","11684"
"2022-11-01 00:00:00","perl","107"
"2022-11-01 00:00:00","php","2779"
"2022-11-01 00:00:00","python","18805"
"2022-11-01 00:00:00","r","3999"
"2022-11-01 00:00:00","ruby","413"
"2022-11-01 00:00:00","swift","1432"
"2022-12-01 00:00:00","assembly","258"
"2022-12-01 00:00:00","c","1723"
"2022-12-01 00:00:00","c#","4651"
"2022-12-01 00:00:00","c++","2604"
"2022-12-01 00:00:00","delphi","81"
"2022-12-01 00:00:00","go","597"
"2022-12-01 00:00:00","java","4790"
"2022-12-01 00:00:00","javascript","10240"
"2022-12-01 00:00:00","perl","94"
"2022-12-01 00:00:00","php","2363"
"2022-12-01 00:00:00","python","15816"
"2022-12-01 00:00:00","r","3205"
"2022-12-01 00:00:00","ruby","342"
"2022-12-01 00:00:00","swift","1222"
"2023-01-01 00:00:00","assembly","227"
"2023-01-01 00:00:00","c","1436"
"2023-01-01 00:00:00","c#","4696"
"2023-01-01 00:00:00","c++","2406"
"2023-01-01 00:00:00","delphi","107"
"2023-01-01 00:00:00","go","686"
"2023-01-01 00:00:00","java","4682"
"2023-01-01 00:00:00","javascript","10011"
"2023-01-01 00:00:00","perl","72"
"2023-01-01 00:00:00","php","2521"
"2023-01-01 00:00:00","python","14972"
"2023-01-01 00:00:00","r","3256"
"2023-01-01 00:00:00","ruby","326"
"2023-01-01 00:00:00","swift","1205"
"2023-02-01 00:00:00","assembly","171"
"2023-02-01 00:00:00","c","1229"
"2023-02-01 00:00:00","c#","4105"
"2023-02-01 00:00:00","c++","2036"
"2023-02-01 00:00:00","delphi","121"
"2023-02-01 00:00:00","go","619"
"2023-02-01 00:00:00","java","4077"
"2023-02-01 00:00:00","javascript","8471"
"2023-02-01 00:00:00","perl","78"
"2023-02-01 00:00:00","php","2005"
"2023-02-01 00:00:00","python","13009"
"2023-02-01 00:00:00","r","3269"
"2023-02-01 00:00:00","ruby","313"
"2023-02-01 00:00:00","swift","1062"
"2023-03-01 00:00:00","assembly","160"
"2023-03-01 00:00:00","c","1180"
"2023-03-01 00:00:00","c#","4226"
"2023-03-01 00:00:00","c++","2328"
"2023-03-01 00:00:00","delphi","122"
"2023-03-01 00:00:00","go","598"
"2023-03-01 00:00:00","java","4450"
"2023-03-01 00:00:00","javascript","8470"
"2023-03-01 00:00:00","perl","94"
"2023-03-01 00:00:00","php","1882"
"2023-03-01 00:00:00","python","12758"
"2023-03-01 00:00:00","r","3292"
"2023-03-01 00:00:00","ruby","263"
"2023-03-01 00:00:00","swift","1128"
"2023-04-01 00:00:00","assembly","181"
"2023-04-01 00:00:00","c","1097"
"2023-04-01 00:00:00","c#","3303"
"2023-04-01 00:00:00","c++","1767"
"2023-04-01 00:00:00","delphi","115"
"2023-04-01 00:00:00","go","481"
"2023-04-01 00:00:00","java","3576"
"2023-04-01 00:00:00","javascript","6547"
"2023-04-01 00:00:00","perl","55"
"2023-04-01 00:00:00","php","1585"
"2023-04-01 00:00:00","python","10037"
"2023-04-01 00:00:00","r","2596"
"2023-04-01 00:00:00","ruby","198"
"2023-04-01 00:00:00","swift","894"
"2023-05-01 00:00:00","assembly","161"
"2023-05-01 00:00:00","c","979"
"2023-05-01 00:00:00","c#","3223"
"2023-05-01 00:00:00","c++","1632"
"2023-05-01 00:00:00","delphi","100"
"2023-05-01 00:00:00","go","390"
"2023-05-01 00:00:00","java","3293"
"2023-05-01 00:00:00","javascript","6122"
"2023-05-01 00:00:00","perl","52"
"2023-05-01 00:00:00","php","1614"
"2023-05-01 00:00:00","python","9538"
"2023-05-01 00:00:00","r","2368"
"2023-05-01 00:00:00","ruby","223"
"2023-05-01 00:00:00","swift","805"
"2023-06-01 00:00:00","assembly","140"
"2023-06-01 00:00:00","c","816"
"2023-06-01 00:00:00","c#","3242"
"2023-06-01 00:00:00","c++","1646"
"2023-06-01 00:00:00","delphi","107"
"2023-06-01 00:00:00","go","497"
"2023-06-01 00:00:00","java","3327"
"2023-06-01 00:00:00","javascript","5869"
"2023-06-01 00:00:00","perl","54"
"2023-06-01 00:00:00","php","1550"
"2023-06-01 00:00:00","python","9073"
"2023-06-01 00:00:00","r","2207"
"2023-06-01 00:00:00","ruby","191"
"2023-06-01 00:00:00","swift","935"
"2023-07-01 00:00:00","assembly","150"
"2023-07-01 00:00:00","c","841"
"2023-07-01 00:00:00","c#","3284"
"2023-07-01 00:00:00","c++","1662"
"2023-07-01 00:00:00","delphi","92"
"2023-07-01 00:00:00","go","491"
"2023-07-01 00:00:00","java","3147"
"2023-07-01 00:00:00","javascript","5944"
"2023-07-01 00:00:00","perl","65"
"2023-07-01 00:00:00","php","1448"
"2023-07-01 00:00:00","python","9021"
"2023-07-01 00:00:00","r","2021"
"2023-07-01 00:00:00","ruby","200"
"2023-07-01 00:00:00","swift","934"
"2023-08-01 00:00:00","assembly","136"
"2023-08-01 00:00:00","c","796"
"2023-08-01 00:00:00","c#","3095"
"2023-08-01 00:00:00","c++","1520"
"2023-08-01 00:00:00","delphi","94"
"2023-08-01 00:00:00","go","463"
"2023-08-01 00:00:00","java","3044"
"2023-08-01 00:00:00","javascript","5243"
"2023-08-01 00:00:00","perl","48"
"2023-08-01 00:00:00","php","1505"
"2023-08-01 00:00:00","python","8276"
"2023-08-01 00:00:00","r","1998"
"2023-08-01 00:00:00","ruby","175"
"2023-08-01 00:00:00","swift","770"
"2023-09-01 00:00:00","assembly","137"
"2023-09-01 00:00:00","c","822"
"2023-09-01 00:00:00","c#","2660"
"2023-09-01 00:00:00","c++","1383"
"2023-09-01 00:00:00","delphi","98"
"2023-09-01 00:00:00","go","400"
"2023-09-01 00:00:00","java","2681"
"2023-09-01 00:00:00","javascript","4505"
"2023-09-01 00:00:00","perl","58"
"2023-09-01 00:00:00","php","1394"
"2023-09-01 00:00:00","python","6993"
"2023-09-01 00:00:00","r","1744"
"2023-09-01 00:00:00","ruby","167"
"2023-09-01 00:00:00","swift","713"
"2023-10-01 00:00:00","assembly","161"
"2023-10-01 00:00:00","c","889"
"2023-10-01 00:00:00","c#","2633"
"2023-10-01 00:00:00","c++","1554"
"2023-10-01 00:00:00","delphi","143"
"2023-10-01 00:00:00","go","394"
"2023-10-01 00:00:00","java","2664"
"2023-10-01 00:00:00","javascript","4184"
"2023-10-01 00:00:00","perl","53"
"2023-10-01 00:00:00","php","1216"
"2023-10-01 00:00:00","python","7143"
"2023-10-01 00:00:00","r","1732"
"2023-10-01 00:00:00","ruby","164"
"2023-10-01 00:00:00","swift","737"
"2023-11-01 00:00:00","assembly","159"
"2023-11-01 00:00:00","c","896"
"2023-11-01 00:00:00","c#","2640"
"2023-11-01 00:00:00","c++","1336"
"2023-11-01 00:00:00","delphi","97"
"2023-11-01 00:00:00","go","381"
"2023-11-01 00:00:00","java","2600"
"2023-11-01 00:00:00","javascript","4017"
"2023-11-01 00:00:00","perl","44"
"2023-11-01 00:00:00","php","1196"
"2023-11-01 00:00:00","python","6770"
"2023-11-01 00:00:00","r","1661"
"2023-11-01 00:00:00","ruby","132"
"2023-11-01 00:00:00","swift","711"
"2023-12-01 00:00:00","assembly","179"
"2023-12-01 00:00:00","c","856"
"2023-12-01 00:00:00","c#","2615"
"2023-12-01 00:00:00","c++","1403"
"2023-12-01 00:00:00","delphi","74"
"2023-12-01 00:00:00","go","322"
"2023-12-01 00:00:00","java","2505"
"2023-12-01 00:00:00","javascript","4669"
"2023-12-01 00:00:00","perl","53"
"2023-12-01 00:00:00","php","1194"
"2023-12-01 00:00:00","python","6893"
"2023-12-01 00:00:00","r","1595"
"2023-12-01 00:00:00","ruby","153"
"2023-12-01 00:00:00","swift","730"
"2024-01-01 00:00:00","assembly","174"
"2024-01-01 00:00:00","c","813"
"2024-01-01 00:00:00","c#","2656"
"2024-01-01 00:00:00","c++","1560"
"2024-01-01 00:00:00","delphi","86"
"2024-01-01 00:00:00","go","338"
"2024-01-01 00:00:00","java","2839"
"2024-01-01 00:00:00","javascript","5036"
"2024-01-01 00:00:00","perl","33"
"2024-01-01 00:00:00","php","1377"
"2024-01-01 00:00:00","python","7645"
"2024-01-01 00:00:00","r","1788"
"2024-01-01 00:00:00","ruby","161"
"2024-01-01 00:00:00","swift","854"
"2024-02-01 00:00:00","assembly","131"
"2024-02-01 00:00:00","c","761"
"2024-02-01 00:00:00","c#","2675"
"2024-02-01 00:00:00","c++","1427"
"2024-02-01 00:00:00","delphi","109"
"2024-02-01 00:00:00","go","304"
"2024-02-01 00:00:00","java","2736"
"2024-02-01 00:00:00","javascript","4678"
"2024-02-01 00:00:00","perl","36"
"2024-02-01 00:00:00","php","1296"
"2024-02-01 00:00:00","python","7733"
"2024-02-01 00:00:00","r","1820"
"2024-02-01 00:00:00","ruby","157"
"2024-02-01 00:00:00","swift","666"
"2024-03-01 00:00:00","assembly","138"
"2024-03-01 00:00:00","c","732"
"2024-03-01 00:00:00","c#","2571"
"2024-03-01 00:00:00","c++","1327"
"2024-03-01 00:00:00","delphi","97"
"2024-03-01 00:00:00","go","322"
"2024-03-01 00:00:00","java","2793"
"2024-03-01 00:00:00","javascript","4665"
"2024-03-01 00:00:00","perl","47"
"2024-03-01 00:00:00","php","1352"
"2024-03-01 00:00:00","python","7316"
"2024-03-01 00:00:00","r","1682"
"2024-03-01 00:00:00","ruby","136"
"2024-03-01 00:00:00","swift","718"
"2024-04-01 00:00:00","assembly","184"
"2024-04-01 00:00:00","c","735"
"2024-04-01 00:00:00","c#","2709"
"2024-04-01 00:00:00","c++","1300"
"2024-04-01 00:00:00","delphi","105"
"2024-04-01 00:00:00","go","301"
"2024-04-01 00:00:00","java","2553"
"2024-04-01 00:00:00","javascript","4198"
"2024-04-01 00:00:00","perl","26"
"2024-04-01 00:00:00","php","1175"
"2024-04-01 00:00:00","python","7287"
"2024-04-01 00:00:00","r","1535"
"2024-04-01 00:00:00","ruby","114"
"2024-04-01 00:00:00","swift","682"
"2024-05-01 00:00:00","assembly","178"
"2024-05-01 00:00:00","c","658"
"2024-05-01 00:00:00","c#","2460"
"2024-05-01 00:00:00","c++","1416"
"2024-05-01 00:00:00","delphi","101"
"2024-05-01 00:00:00","go","267"
"2024-05-01 00:00:00","java","2244"
"2024-05-01 00:00:00","javascript","3941"
"2024-05-01 00:00:00","perl","38"
"2024-05-01 00:00:00","php","1147"
"2024-05-01 00:00:00","python","6836"
"2024-05-01 00:00:00","r","1372"
"2024-05-01 00:00:00","ruby","117"
"2024-05-01 00:00:00","swift","609"
"2024-06-01 00:00:00","assembly","84"
"2024-06-01 00:00:00","c","531"
"2024-06-01 00:00:00","c#","1926"
"2024-06-01 00:00:00","c++","1058"
"2024-06-01 00:00:00","delphi","67"
"2024-06-01 00:00:00","go","223"
"2024-06-01 00:00:00","java","1667"
"2024-06-01 00:00:00","javascript","2926"
"2024-06-01 00:00:00","perl","29"
"2024-06-01 00:00:00","php","945"
"2024-06-01 00:00:00","python","5023"
"2024-06-01 00:00:00","r","1086"
"2024-06-01 00:00:00","ruby","108"
"2024-06-01 00:00:00","swift","575"
"2024-07-01 00:00:00","assembly","91"
"2024-07-01 00:00:00","c","557"
"2024-07-01 00:00:00","c#","2090"
"2024-07-01 00:00:00","c++","1126"
"2024-07-01 00:00:00","delphi","54"
"2024-07-01 00:00:00","go","250"
"2024-07-01 00:00:00","java","1528"
"2024-07-01 00:00:00","javascript","2891"
"2024-07-01 00:00:00","perl","34"
"2024-07-01 00:00:00","php","865"
"2024-07-01 00:00:00","python","5223"
"2024-07-01 00:00:00","r","1055"
"2024-07-01 00:00:00","ruby","93"
"2024-07-01 00:00:00","swift","576"
"2024-08-01 00:00:00","assembly","112"
"2024-08-01 00:00:00","c","483"
"2024-08-01 00:00:00","c#","1840"
"2024-08-01 00:00:00","c++","1026"
"2024-08-01 00:00:00","delphi","83"
"2024-08-01 00:00:00","go","208"
"2024-08-01 00:00:00","java","1203"
"2024-08-01 00:00:00","javascript","2495"
"2024-08-01 00:00:00","perl","42"
"2024-08-01 00:00:00","php","795"
"2024-08-01 00:00:00","python","4502"
"2024-08-01 00:00:00","r","878"
"2024-08-01 00:00:00","ruby","106"
"2024-08-01 00:00:00","swift","545"
"2024-09-01 00:00:00","assembly","86"
"2024-09-01 00:00:00","c","448"
"2024-09-01 00:00:00","c#","1567"
"2024-09-01 00:00:00","c++","987"
"2024-09-01 00:00:00","delphi","67"
"2024-09-01 00:00:00","go","154"
"2024-09-01 00:00:00","java","1275"
"2024-09-01 00:00:00","javascript","2168"
"2024-09-01 00:00:00","perl","26"
"2024-09-01 00:00:00","php","604"
"2024-09-01 00:00:00","python","3706"
"2024-09-01 00:00:00","r","750"
"2024-09-01 00:00:00","ruby","83"
"2024-09-01 00:00:00","swift","514"
"2024-10-01 00:00:00","assembly","91"
"2024-10-01 00:00:00","c","466"
"2024-10-01 00:00:00","c#","1604"
"2024-10-01 00:00:00","c++","926"
"2024-10-01 00:00:00","delphi","87"
"2024-10-01 00:00:00","go","177"
"2024-10-01 00:00:00","java","1533"
"2024-10-01 00:00:00","javascript","1893"
"2024-10-01 00:00:00","perl","21"
"2024-10-01 00:00:00","php","656"
"2024-10-01 00:00:00","python","3517"
"2024-10-01 00:00:00","r","794"
"2024-10-01 00:00:00","ruby","63"
"2024-10-01 00:00:00","swift","463"
"2024-11-01 00:00:00","assembly","108"
"2024-11-01 00:00:00","c","436"
"2024-11-01 00:00:00","c#","1510"
"2024-11-01 00:00:00","c++","1012"
"2024-11-01 00:00:00","delphi","63"
"2024-11-01 00:00:00","go","156"
"2024-11-01 00:00:00","java","1454"
"2024-11-01 00:00:00","javascript","1933"
"2024-11-01 00:00:00","perl","23"
"2024-11-01 00:00:00","php","662"
"2024-11-01 00:00:00","python","3612"
"2024-11-01 00:00:00","r","770"
"2024-11-01 00:00:00","ruby","80"
"2024-11-01 00:00:00","swift","469"
